depth,shift,discharge,flag
24.02,0.00,32531.12,
24.03,0.00,32618.28,
24.04,0.00,32705.63,
24.05,0.00,32793.17,
24.06,0.00,32880.92,
24.07,0.00,32968.86,
24.08,0.00,33057.01,
24.09,0.00,33145.35,
24.10,0.00,33233.89,
24.11,0.00,33322.63,
24.12,0.00,33411.57,
24.13,0.00,33500.71,
24.14,0.00,33590.05,
24.15,0.00,33679.60,
24.16,0.00,33769.34,
24.17,0.00,33859.29,
24.18,0.00,33949.43,
24.19,0.00,34039.78,
24.20,0.00,34130.34,
24.21,0.00,34221.10,
24.22,0.00,34312.06,
24.23,0.00,34403.22,
24.24,0.00,34494.59,
24.25,0.00,34586.17,
24.26,0.00,34677.94,
24.27,0.00,34769.93,
24.28,0.00,34862.12,
24.29,0.00,34954.52,
24.30,0.00,35047.12,
24.31,0.00,35139.93,
24.32,0.00,35232.95,
24.33,0.00,35326.18,
24.34,0.00,35419.61,
24.35,0.00,35513.26,
24.36,0.00,35607.11,
24.37,0.00,35701.17,
24.38,0.00,35795.44,
24.39,0.00,35889.92,
24.40,0.00,35984.61,
24.41,0.00,36079.52,
24.42,0.00,36174.63,*
24.43,0.00,36298.78,
24.44,0.00,36423.31,
24.45,0.00,36548.21,
24.46,0.00,36673.49,
24.47,0.00,36799.15,
24.48,0.00,36925.18,
24.49,0.00,37051.60,
24.50,0.00,37178.40,
24.51,0.00,37305.58,
24.52,0.00,37433.14,
24.53,0.00,37561.09,
24.54,0.00,37689.42,
24.55,0.00,37818.13,
24.56,0.00,37947.24,
24.57,0.00,38076.73,
24.58,0.00,38206.61,
24.59,0.00,38336.88,
24.60,0.00,38467.54,
24.61,0.00,38598.59,
24.62,0.00,38730.04,
24.63,0.00,38861.88,
24.64,0.00,38994.12,
24.65,0.00,39126.75,
24.66,0.00,39259.78,
24.67,0.00,39393.20,
24.68,0.00,39527.03,
24.69,0.00,39661.25,
24.70,0.00,39795.88,
24.71,0.00,39930.91,
24.72,0.00,40066.34,
24.73,0.00,40202.18,
24.74,0.00,40338.42,
24.75,0.00,40475.07,
24.76,0.00,40612.13,
24.77,0.00,40749.59,
24.78,0.00,40887.46,
24.79,0.00,41025.75,
24.80,0.00,41164.44,
24.81,0.00,41303.55,
24.82,0.00,41443.07,
24.83,0.00,41583.01,
24.84,0.00,41723.37,
24.85,0.00,41864.14,
24.86,0.00,42005.32,
24.87,0.00,42146.93,
24.88,0.00,42288.96,
24.89,0.00,42431.41,
24.90,0.00,42574.28,
24.91,0.00,42717.57,
24.92,0.00,42861.29,
24.93,0.00,43005.43,
24.94,0.00,43150.01,
24.95,0.00,43295.00,
24.96,0.00,43440.43,
24.97,0.00,43586.29,
24.98,0.00,43732.58,
24.99,0.00,43879.30,
25.00,0.00,44026.45,
25.01,0.00,44174.04,
25.02,0.00,44322.07,
25.03,0.00,44470.53,
25.04,0.00,44619.42,
25.05,0.00,44768.76,
25.06,0.00,44918.54,
25.07,0.00,45068.76,
25.08,0.00,45219.42,
25.09,0.00,45370.52,
25.10,0.00,45522.07,
25.11,0.00,45674.06,*
25.12,0.00,45781.18,
25.13,0.00,45888.51,
25.14,0.00,45996.05,
25.15,0.00,46103.80,
25.16,0.00,46211.75,
25.17,0.00,46319.92,
25.18,0.00,46428.30,
25.19,0.00,46536.89,
25.20,0.00,46645.68,
25.21,0.00,46754.69,
25.22,0.00,46863.91,
25.23,0.00,46973.34,
25.24,0.00,47082.99,
25.25,0.00,47192.85,
25.26,0.00,47302.91,
25.27,0.00,47413.20,
25.28,0.00,47523.69,
25.29,0.00,47634.40,
25.30,0.00,47745.32,
25.31,0.00,47856.46,
25.32,0.00,47967.81,
25.33,0.00,48079.38,
25.34,0.00,48191.16,
25.35,0.00,48303.16,
25.36,0.00,48415.37,
25.37,0.00,48527.80,
25.38,0.00,48640.45,
25.39,0.00,48753.32,
25.40,0.00,48866.40,
25.41,0.00,48979.70,
25.42,0.00,49093.21,
25.43,0.00,49206.95,
25.44,0.00,49320.90,
25.45,0.00,49435.07,
25.46,0.00,49549.46,
25.47,0.00,49664.08,
25.48,0.00,49778.91,
25.49,0.00,49893.96,
25.50,0.00,50009.23,
25.51,0.00,50124.72,
25.52,0.00,50240.44,
25.53,0.00,50356.38,
25.54,0.00,50472.53,
25.55,0.00,50588.91,
25.56,0.00,50705.52,
25.57,0.00,50822.34,
25.58,0.00,50939.39,
25.59,0.00,51056.67,
25.60,0.00,51174.16,
25.61,0.00,51291.88,
25.62,0.00,51409.83,
25.63,0.00,51528.00,
25.64,0.00,51646.40,
25.65,0.00,51765.02,
25.66,0.00,51883.87,
25.67,0.00,52002.94,
25.68,0.00,52122.25,
25.69,0.00,52241.77,
25.70,0.00,52361.53,
25.71,0.00,52481.51,
25.72,0.00,52601.73,
25.73,0.00,52722.17,
25.74,0.00,52842.84,
25.75,0.00,52963.73,
25.76,0.00,53084.86,
25.77,0.00,53206.22,
25.78,0.00,53327.81,
25.79,0.00,53449.63,
25.80,0.00,53571.67,
25.81,0.00,53693.95,
25.82,0.00,53816.47,
25.83,0.00,53939.21,
25.84,0.00,54062.19,
25.85,0.00,54185.40,
25.86,0.00,54308.84,
25.87,0.00,54432.51,
25.88,0.00,54556.42,
25.89,0.00,54680.57,
25.90,0.00,54804.94,
25.91,0.00,54929.55,
25.92,0.00,55054.40,
25.93,0.00,55179.48,
25.94,0.00,55304.80,
25.95,0.00,55430.36,
25.96,0.00,55556.15,
25.97,0.00,55682.18,
25.98,0.00,55808.44,
25.99,0.00,55934.94,
26.00,0.00,56061.68,
26.01,0.00,56188.66,
26.02,0.00,56315.88,
26.03,0.00,56443.34,
26.04,0.00,56571.03,
26.05,0.00,56698.97,
26.06,0.00,56827.14,
26.07,0.00,56955.56,
26.08,0.00,57084.22,
26.09,0.00,57213.11,
26.10,0.00,57342.25,
26.11,0.00,57471.64,
26.12,0.00,57601.26,
26.13,0.00,57731.13,
26.14,0.00,57861.23,
26.15,0.00,57991.59,
26.16,0.00,58122.18,
26.17,0.00,58253.02,
26.18,0.00,58384.11,
26.19,0.00,58515.44,
26.20,0.00,58647.01,
26.21,0.00,58778.83,
26.22,0.00,58910.89,
26.23,0.00,59043.21,
26.24,0.00,59175.76,
26.25,0.00,59308.57,
26.26,0.00,59441.62,
26.27,0.00,59574.92,
26.28,0.00,59708.47,
26.29,0.00,59842.27,
26.30,0.00,59976.31,
26.31,0.00,60110.61,
26.32,0.00,60245.15,
26.33,0.00,60379.94,
26.34,0.00,60514.99,
26.35,0.00,60650.28,
26.36,0.00,60785.83,
26.37,0.00,60921.63,
26.38,0.00,61057.67,
26.39,0.00,61193.97,
26.40,0.00,61330.53,
26.41,0.00,61467.33,
26.42,0.00,61604.39,
26.43,0.00,61741.71,
26.44,0.00,61879.27,
26.45,0.00,62017.09,
26.46,0.00,62155.17,
26.47,0.00,62293.50,
26.48,0.00,62432.09,
26.49,0.00,62570.93,
26.50,0.00,62710.03,
26.51,0.00,62849.38,
26.52,0.00,62988.99,
26.53,0.00,63128.86,
26.54,0.00,63268.99,
26.55,0.00,63409.37,
26.56,0.00,63550.02,
26.57,0.00,63690.92,
26.58,0.00,63832.08,
26.59,0.00,63973.50,
26.60,0.00,64115.18,
26.61,0.00,64257.12,
26.62,0.00,64399.33,
26.63,0.00,64541.79,
26.64,0.00,64684.51,
26.65,0.00,64827.50,
26.66,0.00,64970.75,
26.67,0.00,65114.26,
26.68,0.00,65258.03,
26.69,0.00,65402.07,
26.70,0.00,65546.37,
26.71,0.00,65690.94,
26.72,0.00,65835.77,
26.73,0.00,65980.87,
26.74,0.00,66126.23,
26.75,0.00,66271.85,
26.76,0.00,66417.74,
26.77,0.00,66563.90,
26.78,0.00,66710.33,
26.79,0.00,66857.02,
26.80,0.00,67003.98,
26.81,0.00,67151.21,
26.82,0.00,67298.71,
26.83,0.00,67446.47,
26.84,0.00,67594.51,
26.85,0.00,67742.81,
26.86,0.00,67891.39,
26.87,0.00,68040.23,
26.88,0.00,68189.35,
26.89,0.00,68338.74,
26.90,0.00,68488.39,
26.91,0.00,68638.32,
26.92,0.00,68788.53,
26.93,0.00,68939.00,
26.94,0.00,69089.75,
26.95,0.00,69240.77,
26.96,0.00,69392.07,
26.97,0.00,69543.64,
26.98,0.00,69695.48,
26.99,0.00,69847.60,
27.00,0.00,70000.00,*
